  objname                       	   mod0 	     vgsr 	dist
  NGC3184                       	30.33	597	11641260
  NGC4725                       	30.41	1208	12078138
  NGC4236                       	28.22	123	4405549
  NGC5398                       	29.65	1094	8511380
  IC4710                        	29.34	630	7379042
  ESO356-004                    	20.86	-56	148594
  ESO321-010                    	32.93	2934	38547836
  ESO435-050                    	33.35	2500	46773514
  NGC1886                       	32.33	1600	29241524
  ESO240-011                    	33.28	2794	45289758
  IC4871                        	31.96	1859	24660393
  ESO263-015                    	32.45	2301	30902954
  ESO564-027                    	32.76	1972	35645113
  ESO435-014                    	32.89	2450	37844258
  NGC5170                       	32.33	1395	29241524
  NGC1375                       	31.49	663	19860949
  NGC1316                       	31.55	1670	20417379
  NGC1380                       	31.52	1753	20137242
  NGC0338                       	34.46	4931	77983011
  NGC3741                       	27.55	267	3235937
  NGC3489                       	30.39	606	11967405
  IC0335                        	31.56	1516	20511622
  ESO359-002                    	31.41	1299	19142559
  ESO358-059                    	31.46	913	19588447
  ESO358-006                    	31.55	1152	20417379
  IC0356                        	31.67	1040	21577444
  NGC2273                       	32.42	1925	30478950
  UGC03205                      	33.85	3607	58884366
  UGC03580                      	32	1320	25118864
  NGC2654                       	32.5	1412	31622777
  NGC5289                       	33.23	2598	44258837
  NGC5533                       	33.38	3941	47424199
  UGC06253                      	21.83	32	232274
  NGC3640                       	32.14	1199	26791683
  NGC5044                       	32.45	2581	30902954
  NGC3557                       	33.28	2849	45289758
  NGC0891                       	29.97	660	9862795
  NGC2523                       	32.84	3604	36982818
  IC3653                        	30.93	507	15346170
  IC3468                        	30.91	1241	15205475
  IC3461                        	31.1	953	16595869
  NGC3226                       	31.84	1235	23334581
  NGC3073                       	32.62	1216	33419504
  NGC0205                       	24.52	-62	801678
  NGC4352                       	31.33	2023	18450154
  NGC4203                       	30.88	1081	14996848
  NGC4143                       	31.53	997	20230192
  NGC4283                       	30.96	987	15559656
  NGC5273                       	31.16	1144	17060824
  NGC4474                       	30.93	1562	15346170
  NGC4578                       	31.04	2215	16143586
  NGC4627                       	29.86	564	9375620
  NGC6237                       	31.83	1318	23227368
  NGC5574                       	31.87	1573	23659197
  NGC5631                       	32.2	2086	27542287
  NGC5845                       	32.57	1462	32658783
  NGC6339                       	31.99	2290	25003454
  NGC5869                       	31.98	2085	24888573
  UGC05442                      	27.86	88	3732502
  NGC0680                       	32.46	2917	31045596
  NGC1209                       	32.75	2588	35481339
  NGC0584                       	31.5	1885	19952623
  NGC7332                       	31.79	1379	22803421
  NGC2549                       	30.49	1140	12531412
  NGC4926                       	34.87	7870	94188960
  IC4045                        	34.94	6983	97274722
  IC3947                        	35.06	5666	102801630
  NGC4860                       	35.19	7994	109144034
  NGC0959                       	30.07	711	10327614
  NGC3351                       	29.98	677	9908319
  NGC0337                       	31.3	1701	18197009
  NGC0536                       	33.92	5336	60813500
  IC2166                        	32.41	2775	30338912
  NGC3003                       	31.41	1449	19142559
  UGC03876                      	32.13	815	26668587
  NGC3344                       	29.96	534	9817479
  NGC3147                       	32.94	2937	38725764
  NGC3310                       	31.13	1045	16826741
  NGC5377                       	32.32	1895	29107171
  NGC5297                       	32.31	2492	28973436
  NGC5112                       	31.17	1033	17139573
  NGC5376                       	33.64	2198	53456436
  NGC5474                       	29.18	376	6854882
  NGC5585                       	29.64	434	8472274
  NGC5608                       	31.24	765	17701090
  NGC6207                       	30.94	1012	15417005
  IC1251                        	33.51	1361	50350061
  UGC10791                      	32.73	1519	35156044
  IC2058                        	31.28	1199	18030177
  ESO445-081                    	34.8	4238	91201084
  ESO380-023                    	33.66	2568	53951062
  IC4393                        	33.11	2644	41879357
  ESO385-008                    	33.78	3630	57016427
  NGC0972                       	30.83	1614	14655478
  NGC1056                       	32.47	1632	31188896
  NGC1530                       	31.41	2616	19142559
  UGC02800                      	31.55	1330	20417379
  NGC1169                       	32.89	2508	37844258
  UGC02855                      	30.66	1352	13551894
  UGC03574                      	31.16	1513	17060824
  NGC1058                       	30.13	629	10616956
  NGC2543                       	32.36	2449	29648314
  NGC2541                       	30.35	576	11748976
  NGC3027                       	31.16	1176	17060824
  NGC3319                       	30.52	747	12705741
  UGC10445                      	31.23	1100	17619760
  UGC12212                      	31.93	1096	24322040
  NGC6236                       	31.79	1466	22803421
  NGC7479                       	32.4	2546	30199517
  NGC3311                       	33.23	3630	44258837
  NGC1399                       	31.56	1302	20511622
  NGC4839                       	35.21	7350	110153931
  NGC4946                       	33.37	2942	47206304
  NGC4884                       	35.06	6460	102801630
  NGC0925                       	29.82	665	9204496
  NGC2841                       	31.07	672	16368165
  NGC2976                       	27.77	107	3580964
  NGC3031                       	27.78	69	3597493
  NGC3198                       	30.73	682	13995873
  NGC2903                       	29.85	475	9332543
  NGC2403                       	27.53	237	3206269
  NGC3621                       	29.13	530	6698846
  NGC4736                       	28.21	366	4385307
  NGC4826                       	28.22	400	4405549
  NGC3627                       	30.3	635	11481536
  NGC5055                       	29.78	574	9036495
  NGC6946                       	29.14	272	6729767
  NGC7793                       	27.86	226	3732502
  NGC7331                       	30.81	1030	14521116
  NGC4789A                      	28.03	383	4036454
  NGC1156                       	29.46	444	7798301
  UGC03698                      	30.25	444	11220185
  NGC2337                       	30.27	457	11324004
  UGC03371                      	31.7	953	21877616
  UGC03817                      	29.66	458	8550667
  UGC03137                      	31.73	1142	22181964
  IC2233                        	30.73	574	13995873
  NGC2537                       	29.19	469	6886523
  NGC2552                       	29.97	539	9862795
  UGC04499                      	30.11	726	10519619
  UGC05272                      	29.26	480	7112135
  NGC3274                       	29.08	486	6546362
  UGC05918                      	29.35	439	7413102
  UGC06446                      	31.28	716	18030177
  UGC06817                      	27.12	269	2654606
  UGC07125                      	32.66	1090	34040819
  NGC4144                       	29.19	319	6886523
  NGC4242                       	28.71	570	5520774
  UGC07408                      	29.31	515	7277798
  NGC4190                       	27.26	179	2831392
  NGC4395                       	28.39	334	4764310
  NGC4455                       	30.11	624	10519619
  UGC07559                      	28.48	246	4965923
  UGC07577                      	27.08	250	2606154
  NGC4707                       	29.07	551	6516284
  UGC08331                      	28.22	348	4405549
  NGC5204                       	28.3	318	4570882
  IC3687                        	28.3	394	4570882
  IC4182                        	28.2	362	4365158
  UGC08201                      	28.42	163	4830588
  UGC09992                      	30.26	598	11271975
  NGC5229                       	30.14	483	10665961
  UGC08837                      	29.3	258	7244360
  UGC11861                      	30.79	1687	14387986
  UGC07436                      	30.96	928	15559656
  NGC4288                       	32.08	588	26061535
  IC3381                        	31.09	602	16519618
  IC3328                        	31.11	937	16672472
  IC3735                        	31.14	1779	16904409
  IC3779                        	30.97	1120	15631476
  IC3383                        	31.02	1754	15995580
  NGC4431                       	30.45	875	12302688
  NGC4482                       	31.27	1767	17947336
  NGC7610                       	33.2	3709	43651583
  NGC4476                       	31.2	1905	17378008
  NGC0628                       	30.03	756	10139114
  NGC7741                       	30.69	931	13740420
  NGC4258                       	29.41	514	7620790
  NGC5846                       	31.96	1761	24660393
  NGC4564                       	30.97	1079	15631476
  NGC4374                       	31.55	945	20417379
  NGC3608                       	31.78	1144	22698649
  NGC3379                       	30.27	822	11324004
  NGC4697                       	30.44	1142	12246162
  NGC1023                       	29.9	761	9549926
  NGC5128                       	27.83	391	3681290
  NGC1340                       	31.57	1078	20606299
  NGC1407                       	32.28	1708	28575905
  NGC4494                       	31.11	1312	16672472
  NGC1512                       	30.4	746	12022644
  NGC0224                       	24.46	-112	779830
  NGC1400                       	32.08	506	26061535
  NGC0821                       	31.84	1818	23334581
  NGC4299                       	31.48	181	19769696
  NGC4216                       	30.7	76	13803843
  NGC4222                       	31.48	172	19769696
  NGC4189                       	31.78	2050	22698649
  NGC4192                       	30.52	-171	12705741
  NGC4254                       	30.55	2355	12882496
  NGC4294                       	30.95	278	15488166
  NGC4302                       	30.78	1078	14321879
  NGC4298                       	31.11	1078	16672472
  NGC4321                       	31.01	1528	15922087
  NGC4383                       	31.23	1666	17619760
  NGC4396                       	31	-160	15848932
  NGC4380                       	31.52	888	20137242
  NGC4388                       	31.2	2460	17378008
  NGC4394                       	31.96	879	24660393
  NGC4405                       	30.39	1688	11967405
  NGC4419                       	31.2	-272	17378008
  NGC4330                       	31.36	1548	18706821
  NGC4402                       	30.47	181	12416523
  NGC4501                       	30.24	2236	11168632
  NGC4522                       	30.81	2258	14521116
  NGC4548                       	30.97	438	15631476
  NGC4535                       	30.87	1898	14927944
  NGC4533                       	31.41	1677	19142559
  NGC4536                       	30.81	1724	14521116
  NGC4532                       	30.23	1944	11117317
  NGC4561                       	31.88	1372	23768403
  NGC4568                       	31.39	2183	18967059
  NGC4579                       	31.5	1466	19952623
  NGC4654                       	30.71	1000	13867558
  NGC4689                       	30.84	1570	14723125
  NGC4567                       	32.39	2208	30060763
  NGC4607                       	31.5	2207	19952623
  UGC07739                      	32.7	1966	34673685
  IC3392                        	30.24	1623	11168632
  NGC4808                       	31.21	697	17458222
  NGC4713                       	30.83	586	14655478
  NGC4772                       	32.18	965	27289778
  NGC3245                       	31.58	1314	20701413
  NGC7457                       	30.77	1014	14256076
  NGC2787                       	29.35	803	7413102
  NGC7619                       	33.6	3912	52480746
  PGC009354                     	31.35	2082	18620871
  PGC011744                     	29.98	1520	9908319
  UGC04305                      	27.7	270	3467369
  UGC04459                      	27.79	119	3614099
  NGC2915                       	28.16	262	4285485
  UGC05139                      	28.02	254	4017908
  IC2574                        	28.01	153	3999447
  UGC05423                      	29.74	465	8871560
  NGC1381                       	31.68	1605	21677041
  NGC0404                       	27.37	105	2978516
  NGC5746                       	32.16	1710	27039584
  NGC4570                       	31.14	1679	16904409
  NGC7507                       	31.97	1638	24774221
  NGC4636                       	30.74	848	14060475
  NGC4486                       	31.12	1230	16749429
  NGC0300                       	26.53	121	2023019
  NGC0598                       	24.71	-48	874984
  PGC000143                     	24.94	-54	972747
  NGC0864                       	30.85	1605	14791084
  UGC01281                      	28.61	273	5272299
  NGC4565                       	30.41	1222	12078138
  NGC3034                       	27.79	340	3614099
  NGC0221                       	24.5	-22	794328
  NGC2768                       	31.73	1469	22181964
  ESO379-006                    	32.9	2754	38018940
  UGC04614                      	35.33	7535	116412603
  NGC0055                       	26.62	98	2108628
  UGC01087                      	34.19	4582	68865230
  UGC01862                      	31.74	1400	22284351
  NGC2441                       	32.94	3586	38725764
  NGC3982                       	31.85	1191	23442288
  NGC4473                       	30.9	2303	15135612
  NGC5023                       	29.09	478	6576578
  UGC02082                      	30.82	793	14588143
  PGC016957                     	27.68	223	3435579
  NGC3377                       	30.09	590	10423174
  NGC5194                       	29.67	548	8590135
  NGC4163                       	27.38	183	2992265
  NGC2366                       	27.58	209	3280953
  NGC1705                       	28.79	445	5727960
  UGC04483                      	27.73	265	3515604
  UGC06456                      	28.32	39	4613176
  UGC06541                      	28.13	303	4226686
  NGC0625                       	28.01	316	3999447
  NGC4068                       	28.21	282	4385307
  PGC042134                     	28.94	493	6137620
  UGC09128                      	26.8	196	2290868
  NGC1569                       	27.53	34	3206269
  NGC4214                       	27.37	313	2978516
  PGC040665                     	28.79	346	5727960
  NGC6789                       	27.75	50	3548134
  UGCA166                       	31.32	801	18365383
  NGC4449                       	28.15	256	4265795
  NGC5253                       	27.68	274	3435579
  NGC1068                       	30.02	1150	10092529
  HIJ102145.0+180501            	26.08	179	1644372
  NGC4125                       	31.87	1502	23659197
  NGC0708                       	33.46	4974	49203954
  UGC08320                      	28.13	269	4226686
  NGC3521                       	30.47	670	12416523
  UGC03966                      	30.08	360	10375284
  NGC5813                       	32.52	1965	31915379
  NGC4151                       	27.95	1019	3890451
  NGC2347                       	34.73	4519	88307990
  NGC4064                       	29.59	885	8279422
  NGC3223                       	32.7	2677	34673685
  NGC4293                       	30.53	861	12764388
  NGC4351                       	30.48	2248	12473835
  NGC4450                       	31.08	1916	16443717
  NGC4457                       	30.15	803	10715193
  NGC4569                       	30.37	-267	11857687
  NGC4580                       	31.39	965	18967059
  NGC4606                       	30.49	1597	12531412
  UGC00312                      	33.73	4477	55718575
  NGC0253                       	27.84	244	3698282
  NGC5529                       	33.24	2956	44463127
  NGC0973                       	33.99	4959	62805836
  ESO324-024                    	27.89	357	3784426
  NGC0444                       	33.46	4982	49203954
  IC2531                        	32.76	2259	35645113
  NGC3145                       	33.47	3472	49431069
  NGC5907                       	31.18	818	17218686
  NGC1808                       	30.45	827	12302688
  NGC1332                       	31.78	1444	22698649
  NGC4305                       	33.1	1865	41686938
  NGC3457                       	31.56	1082	20511622
  IC3115                        	31.94	656	24434306
  UGC00139                      	33.45	4051	48977882
  UGC00633                      	34.8	5730	91201084
  UGC00562                      	33.69	5622	54701596
  NGC0632                       	32.88	3232	37670380
  UGC01459                      	34.17	5601	68233869
  PGC007957                     	34.58	4542	82413812
  NGC0931                       	32.81	5096	36475395
  UGC02798                      	34.02	5033	63679552
  UGC02920                      	34.16	4219	67920363
  IC2199                        	33.87	4640	59429216
  NGC2512                       	33.88	4634	59703529
  UGC04132                      	34.57	5162	82035154
  NGC2550                       	32.1	2392	26302680
  NGC2595                       	34.35	4245	74131024
  UGC05358                      	33.13	2803	42266861
  UGC05451                      	30.02	656	10092529
  UGC05646                      	31.89	1275	23878113
  NGC3488                       	32.89	3070	37844258
  NGC3655                       	31.82	1430	23120648
  UGC06402                      	32.55	2489	32359366
  NGC3839                       	33.8	5834	57543994
  NGC3947                       	34.6	6161	83176377
  PGC037779                     	30.73	1385	13995873
  NGC4145                       	30.44	1042	12246162
  NGC4771                       	31.27	1054	17947336
  UGC08229                      	34.54	6012	80909590
  NGC5430                       	33.08	3123	41304750
  NGC5604                       	33.27	2719	45081670
  NGC5678                       	32.22	2037	27797133
  NGC5714                       	32.89	2356	37844258
  NGC5949                       	30.58	594	13061709
  NGC5937                       	32.86	2824	37325016
  IC1129                        	33.56	6712	51522864
  NGC5990                       	33.34	3867	46558609
  NGC5981                       	33.57	2692	51760683
  NGC6015                       	31.15	1002	16982437
  NGC6434                       	33.07	2682	41114972
  UGC11426                      	33.3	4626	45708819
  NGC7003                       	33.99	5505	62805836
  NGC7177                       	31.51	1343	20044720
  NGC7448                       	33.12	2367	42072663
  UGC12678                      	36.08	9138	164437172
  UGC12631                      	35.57	9367	130016958
  NGC0911                       	34.71	5896	87498378
  NGC1762                       	35.05	4676	102329299
  NGC2389                       	33.93	3920	61094202
  NGC2393                       	34	4861	63095734
  UGC04024                      	32.5	1799	31622777
  UGC04444                      	31.48	1989	19769696
  UGC04399                      	33.82	4405	58076442
  UGC04640                      	33.55	3146	51286138
  NGC2683                       	29.86	385	9375620
  IC2763                        	31.1	1489	16595869
  UGC06390                      	32.2	1110	27542287
  UGC06667                      	31.36	1040	18706821
  UGC06686                      	34.43	6476	76913044
  UGC07153                      	33.44	2714	48752849
  NGC4641                       	29.54	1970	8090959
  UGC08067                      	33.11	2669	41879357
  UGC09071                      	32.45	1946	30902954
  NGC5727                       	33.17	1586	43052661
  IC1265                        	33	2357	39810717
  NGC7047                       	34.8	5940	91201084
  NGC4779                       	32.95	2796	38904514
  NGC0048                       	33.84	1972	58613816
  UGC00557                      	34.55	4654	81283052
  UGC00607                      	36.42	11765	192309173
  UGC00485                      	33.96	5406	61944108
  UGC00565                      	33.47	5800	49431069
  UGC00673                      	34.98	6400	99083194
  UGC00646                      	34.14	5439	67297666
  NGC0428                       	30.85	1224	14791084
  NGC0582                       	34.04	4491	64268772
  NGC0710                       	32.76	6241	35645113
  NGC0820                       	34.05	4500	64565423
  UGC01753                      	32.27	3097	28444611
  NGC0992                       	33.3	4211	45708819
  NGC1024                       	33.26	3580	44874539
  UGC02443                      	32.57	2510	32658783
  NGC1233                       	34.04	4489	64268772
  UGC02655                      	33.54	6297	51050500
  UGC02730                      	34.37	3863	74816950
  IC0342                        	27.68	172	3435579
  UGC03048                      	32.98	3189	39445730
  UGC03218                      	34.35	5340	74131024
  UGC03273                      	30.96	700	15559656
  UGC03432                      	33.9	5076	60255959
  NGC2146                       	32.13	1041	26668587
  UGC03611                      	34.46	4925	77983011
  UGC03634                      	35.15	7800	107151931
  UGC03691                      	32.34	2113	29376497
  NGC2339                       	32.43	2178	30619634
  NGC2365                       	32.98	2208	39445730
  UGC03937                      	33.2	3975	43651583
  IC0480                        	33.48	4567	49659232
  UGC04247                      	34.53	2742	80537844
  IC2267                        	33.11	2010	41879357
  NGC2565                       	33.78	3503	57016427
  UGC04322                      	35.17	7447	108143395
  UGC04393                      	30.43	2146	12189896
  UGC04524                      	32.62	1802	33419504
  IC0499                        	33.62	2110	52966344
  IC2389                        	31.77	2502	22594358
  UGC04628                      	31.34	808	18535316
  UGC04623                      	33.22	3016	44055486
  NGC2708                       	33.24	1832	44463127
  NGC2710                       	33.1	2628	41686938
  UGC04841                      	32.67	1250	34197944
  UGC04845                      	32.82	1993	36643757
  UGC04998                      	30.11	734	10519619
  UGC05228                      	32.06	1623	25822602
  UGC05245                      	32.06	1259	25822602
  UGC05373                      	25.79	168	1438799
  NGC3153                       	33.33	2705	46344692
  UGC05692                      	27.97	171	3926449
  UGC05708                      	31.81	1047	23014418
  NGC3329                       	33.21	2028	43853070
  UGC05974                      	32	918	25118864
  NGC3440                       	33	1992	39810717
  UGC06023                      	32.22	1292	27797133
  UGC06355                      	32.58	2170	32809529
  UGC06526                      	30.95	1852	15488166
  NGC3813                       	31.66	1474	21478305
  NGC3879                       	32.25	1552	28183829
  NGC3888                       	33.01	2473	39994475
  PGC037463                     	34.9	6296	95499259
  UGC06931                      	31.2	1288	17378008
  NGC4034                       	33.12	2492	42072663
  UGC07086                      	32.31	2155	28973436
  NGC4127                       	32.44	1958	30760968
  NGC4120                       	32.32	2371	29107171
  NGC4142                       	32.05	1235	25703958
  PGC039018                     	31.9	-208	23988329
  NGC4215                       	31.78	1990	22698649
  IC3065                        	31.05	941	16218101
  IC3099                        	32.69	2062	34514374
  NGC4252                       	31.69	792	21777098
  NGC4238                       	32.87	2868	37497300
  UGC07357                      	35.32	6658	115877736
  NGC4281                       	31.94	2647	24434306
  IC3391                        	31.82	1674	23120648
  NGC4486A                      	31.29	704	18113401
  IC3520                        	31.72	758	22080047
  NGC4559                       	29.27	816	7144963
  UGC07767                      	32.2	1288	27542287
  IC0798                        	31	387	15848932
  NGC4605                       	28.72	256	5546257
  IC3690                        	35.35	7539	117489755
  NGC4651                       	31.83	767	23227368
  NGC4612                       	31.07	1813	16368165
  UGC07848                      	33.67	2613	54200089
  UGC07857                      	29	66	6309573
  NGC4698                       	31.7	953	21877616
  NGC4712                       	34.73	4384	88307990
  NGC4733                       	30.82	882	14588143
  UGC08120                      	31.95	1809	24547089
  IC3960                        	35.08	6587	103752842
  UGC08245                      	28.37	129	4720630
  NGC4961                       	32.84	2548	36982818
  PGC046239                     	35.83	8972	146554784
  NGC5218                       	33.45	2988	48977882
  UGC08726                      	32.39	2409	30060763
  UGC08756                      	32.42	1411	30478950
  NGC5470                       	31.54	1005	20323570
  NGC5477                       	29.15	435	6760830
  UGC09057                      	32.37	1545	29785164
  UGC09206                      	31.01	2309	15922087
  NGC5611                       	31.99	2031	25003454
  IC4423                        	35.97	9130	156314764
  NGC5665                       	31.2	2242	17378008
  NGC5687                       	32.21	2245	27669416
  NGC5792                       	32.07	1923	25941794
  PGC053750                     	35.07	6362	103276141
  NGC5839                       	31.75	1241	22387211
  NGC5874                       	33.33	3277	46344692
  UGC09760                      	32.25	2038	28183829
  NGC5913                       	32.76	2016	35645113
  NGC5985                       	33.73	2682	55718575
  NGC5975                       	33.77	4480	56754461
  UGC10030                      	35.46	8956	123594743
  UGC10043                      	33.23	2254	44258837
  UGC10041                      	32.6	2221	33113112
  PGC056437                     	34.24	4830	70469307
  NGC6017                       	32.35	1855	29512092
  IC1158                        	32.12	1975	26546056
  NGC6038                       	35.72	9511	139315680
  NGC6070                       	32.09	2055	26181830
  UGC10413                      	33.42	3109	48305880
  UGC10713                      	32.57	1261	32658783
  UGC10721                      	33.29	3070	45498806
  UGC10738                      	35.18	6821	108642562
  PGC059955                     	35.53	9327	127643881
  NGC6395                       	31.52	1356	20137242
  NGC6368                       	32.61	2893	33265955
  NGC6503                       	28.99	238	6280584
  NGC6460                       	33.25	3506	44668359
  UGC11001                      	33.78	4363	57016427
  UGC11003                      	33.15	4212	42657952
  UGC11093                      	31.68	2096	21677041
  UGC11097                      	34.47	4771	78342964
  UGC11198                      	34.03	4689	63973484
  PGC061808                     	35.37	8275	118576875
  NGC6651                       	34.17	5962	68233869
  NGC6667                       	33.21	2791	43853070
  NGC6764                       	31.9	2634	23988329
  NGC6792                       	34.48	4863	78704579
  UGC11435                      	32.84	3969	36982818
  UGC11466                      	31.05	1046	16218101
  UGC11477                      	32.87	3940	37497300
  UGC11492                      	33.06	3791	40926066
  UGC11498                      	33.95	3430	61659500
  NGC6869                       	32.51	2952	31768741
  PGC064024                     	35.23	7300	111173173
  NGC6916                       	33.31	3327	45919801
  UGC11551                      	33.7	5049	54954087
  NGC6928                       	33.98	4895	62517269
  NGC6930                       	34.13	4763	66988461
  UGC11568                      	33.71	4412	55207744
  UGC11738                      	34.24	4424	70469307
  NGC7046                       	33.7	4326	54954087
  IC5119                        	34.82	5509	92044957
  UGC12158                      	35.46	9478	123594743
  UGC12173                      	33.76	4991	56493697
  UGC12234                      	33.7	6517	54954087
  UGC12308                      	32.86	2390	37325016
  IC1461                        	35.82	9430	145881426
  NGC7463                       	31.79	2424	22803421
  NGC7667                       	31.25	2824	17782794
  UGC12667                      	32.88	3981	37670380
  UGC12681                      	32.13	1633	26668587
  UGC12639                      	31.21	4730	17458222
  UGC12755                      	35.99	8986	157761127
  PGC072411                     	35.85	9212	147910839
  NGC7780                       	34.41	5360	76207901
  PGC072784                     	35.6	8144	131825674
  NGC7040                       	33.05	6294	40738028
  NGC7014                       	33.57	4742	51760683
  NGC1380A                      	31.48	1487	19769696
  NGC1374                       	31.44	1173	19408859
  UGC00556                      	34.36	4790	74473197
  NGC4062                       	30.81	764	14521116
  UGC04324                      	33.8	4732	57543994
  PGC072438                     	35.3	9478	114815362
  NGC1373                       	31.4	1213	19054607
  UGC05921                      	32.36	1368	29648314
  UGC00732                      	33.76	5592	56493697
  PGC013230                     	31.36	1083	18706821
  NGC5246                       	35.17	6884	108143395
  NGC0673                       	34.2	5262	69183097
  UGC01257                      	34.62	4799	83945999
  UGC01178                      	33.79	5642	57279603
  UGC01234                      	34.87	5798	94188960
  IC3742                        	31.77	921	22594358
  NGC5362                       	32.08	2177	26061535
  IC3617                        	31.27	2014	17947336
  NGC0914                       	34.34	5664	73790423
  NGC3501                       	31.77	1053	22594358
  UGC02375                      	35.19	7623	109144034
  UGC02405                      	35.07	7715	103276141
  NGC3370                       	32.37	1200	29785164
  NGC7454                       	31.87	2184	23659197
  NGC3430                       	32.4	1563	30199517
  NGC4424                       	28.09	376	4149540
  ESO358-063                    	31.13	1803	16826741
  VV169                         	35.34	9131	116949939
  UGC04008                      	35.52	9234	127057411
  PGC2802596                    	24.49	-180	790679
  PGC2802573                    	24.8	-439	912011
  UGC09425                      	36.14	10486	169044093
  NGC7253                       	34.22	4930	69823240
  [KKH2007]J1228+4358           	27.97	278	3926449
  NGC2590                       	34.03	4840	63973484
  NGC3412                       	30.25	750	11220185
  PGC044055                     	28.42	402	4830588
  NGC0936                       	31.36	1448	18706821
  NGC3115                       	29.92	478	9638290
  NGC3585                       	31.49	1178	19860949
  NGC3384                       	29.87	467	9418896
  NGC3818                       	32.78	1561	35974934
  NGC3998                       	30.73	1124	13995873
  NGC4026                       	30.65	1036	13489629
  NGC4111                       	30.86	824	14859356
  NGC4251                       	31.44	1063	19408859
  NGC4382                       	31.24	682	17701090
  NGC4350                       	30.86	1204	14859356
  NGC4429                       	30.57	934	13001696
  NGC4461                       	30.4	1874	12022644
  NGC4638                       	31.18	1114	17218686
  NGC4754                       	31.02	1272	15995580
  NGC4762                       	30.17	929	10814340
  NGC4874                       	34.95	7182	97723722
  NGC5490                       	34.44	4878	77268059
  NGC5866                       	30.8	821	14454398
  NGC6703                       	32.11	2512	26424088
  UGC04115                      	29.48	244	7870458
  NGC5073                       	32.42	2640	30478950
  NGC1110                       	31.63	1305	21183611
  NGC1359                       	32.95	1889	38904514
  ESO548-082                    	33.04	1641	40550854
  PGC007324                     	32.34	1859	29376497
  ESO504-025                    	31.91	1459	24099054
  NGC4527                       	30.75	1654	14125375
  UGC08041                      	30.86	1243	14859356
  NGC4592                       	30.33	978	11641260
  ESO319-011                    	33.35	2898	46773514
  ESO404-027                    	32.7	2582	34673685
  NGC7750                       	31.42	3055	19230917
  NGC7368                       	32.45	2352	30902954
  ESO362-011                    	31.05	1169	16218101
  NGC4346                       	30.76	836	14190575
  PGC003062                     	32.41	1478	30338912
  PGC003855                     	32.56	2473	32508730
  PGC003853                     	30.3	1148	11481536
  PGC006190                     	32.48	2156	31332857
  UGC03122                      	34.15	4639	67608298
  UGC03161                      	36.47	8711	196788629
  UGC03296                      	34.13	4189	66988461
  PGC036330                     	34.43	7756	76913044
  IC0779                        	30.96	220	15559656
  PGC044736                     	35.49	6915	125314117
  PGC075289                     	35.46	8128	123594743
  PGC083702                     	35.08	6960	103752842
  PGC090023                     	33.93	4216	61094202
  PGC090726                     	35.46	8412	123594743
  PGC090737                     	34.8	4272	91201084
  PGC090553                     	33.62	2667	52966344
  PGC3109704                    	39.83	43318	924698174
  [RGK2003]J010705.94-000753.8  	40.11	78916	1051961874
  [RGK2003]J013359.45+000415.2  	40.06	80998	1028016298
  [RGK2003]J013549.55+000838.3  	39.66	61811	855066713
  INDUS2                        	21.65	       -  	213796
  RETICULUM3                    	19.81	       -  	91622
  TUCANA4                       	18.41	       -  	48084
  GRUS2                         	18.62	       -  	52966
  TUCANA5                       	18.71	       -  	55208
  CETUS2                        	17.38	       -  	29923
  COLUMBA1                      	21.31	       -  	182810
  TUCANA3                       	17.01	-195	25235
  LAEVENS2                      	17.34	-258	29376
  PGC2543081                    	29.79	500	9078205
  LVJ1157+5636                  	29.76	       -  	8953648
  ESO488-049                    	32.56	1622	32508730
  ESO555-029                    	33.47	2725	49431069
  ESO489-006                    	31.93	2049	24322040
  IC2511                        	32.89	2680	37844258
  ESO566-014                    	33.71	4477	55207744
  ESO374-003                    	32.43	2710	30619634
  NGC3045                       	32.47	2056	31188896
  ESO490-010                    	31.64	1633	21281390
  ESO437-025                    	34.3	3195	72443596
  ESO437-030                    	33.22	3552	44055486
  ESO501-068                    	33.9	2878	60255959
  ESO437-031                    	33.81	3676	57809605
  ESO437-054                    	33.71	3261	55207744
  ESO501-086                    	33.84	3531	58613816
  ESO378-003                    	32.81	2820	36475395
  ESO378-011                    	33.53	3030	50815944
  NGC2090                       	30.33	737	11641260
  ESO541-004                    	32.22	2017	27797133
  NGC1337                       	30.56	1192	12941958
  NGC1832                       	32	1807	25118864
  ESO302-009                    	31.46	855	19588447
  ESO532-014                    	31.84	1787	23334581
  NGC7184                       	32.62	2700	33419504
  NGC1892                       	30.82	1163	14588143
  ESO121-006                    	31.34	1004	18535316
  ESO121-026                    	32.76	2056	35645113
  ESO595-010                    	32.32	2319	29107171
  PGC013716                     	32.33	1508	29241524
  NGC1406                       	31.27	961	17947336
  PGC013646                     	32.73	2093	35156044
  NGC1421                       	31.51	2016	20044720
  NGC1425                       	31.67	1398	21577444
  ESO490-014                    	32.58	2521	32809529
  ESO437-035                    	32.66	3187	34040819
  ESO501-075                    	33.3	5028	45708819
  IC4830                        	33.8	4323	57543994
  NGC1292                       	31.37	1274	18793168
  NGC3715                       	32.72	1961	34994517
  NGC3463                       	34.13	3763	66988461
  IC4951                        	30.27	733	11324004
  NGC2124                       	33.28	2797	45289758
  NGC2280                       	31.95	1716	24547089
  NGC2417                       	32.59	2983	32960971
